hate+offensive_count,non-hate_count,class,tweet
3,0,1,theplanetvenus obvious morello oitnb caus crazi jealous bitch
1,2,0,thepok crow aberdeen photobomb pic steve black via dailymirror http qdclxyjoct
3,0,1,theprinceperez messi like back bitch 128527 128076 lmao 128514 128514 128514
3,0,1,theracedraft karat bitch https uteutzkjok
2,0,1,therainbowgirlz say slut favorit shade lipstick pussi
5,1,1,therealcooli mani hoe 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12288 12290 12288 12288 12288 12290 12288 12288 12288 12288 12288 12288
3,0,1,therealhoneymo care bitch hoe damn self 128553 128175
3,0,1,therealicetr finna hit bitch hand salt http uabiqvi6a6
2,1,1,therealicetr bae come tryna catch pokemon bae horni tho bitch fuck mewtwo
3,0,1,therealicetr hot pocket hoe
3,0,1,therealkeyvon karma bitch
3,0,1,therealmfast wish bitch would 128544 128556 128548 128298 128299 http jsndxuypdn
3,0,1,therealmfast nigga cheat loyal beauti women fuck trash
0,3,0,therealmugatu deet02 mikenapoli25 954nole rememb game win jack right last summer yanke stadium start 8230
3,0,1,therealtenski die take casket club bitch twerk put fun back funer
3,0,1,thereal salmon snail hoe parent left gonna gone min snail snail hoe horni snail http 8230
1,2,0,therisingstar23 shi glizzi decent
2,1,1,theroachdean galact toodanger 8220 galact gummi worm https tyxhqzqnqr 8221 bitch beast
1,2,0,theroot lemon get call uncl tom like http ev4xgi5pgc http i6xs8hcnrb
3,0,1,theschwagqueen nigga messag like 128536 128141 128149 128166 128272 amp twitter like fuck bitch 9994 128299 128184 come nigga one gone drake 8230
3,0,1,theseanyv pull bitch elementari school parent could afford count color box sharpen back 8230
3,0,1,thesexfacts101 fuck guarante pussi tri get pussi end pussi
0,3,0,thestrangelog nerf hell bird longer attack long rang lower damag 8217 follow forev
3,0,1,thesupernegro believ bitch find remot appeal http tkwwapczgr
0,3,0,thetumblrpost charli sheen idol http 6ovxrttxtn
2,0,1,thetypicalchick alway wear black caus 8217 readi funer bitch
3,0,1,thevibek wrong start talk went wrong trust bitch ass
6,0,1,thevinen public place side hoe come outta 128557 https 1xv2fyehz
3,0,1,thevoiceofmiami fella would shit bitch ask like biggi skit take dick home
3,0,1,thevoiceofmiami work pussi code real man
2,0,1,thevoiceofmiami lot hoe pretti nigga enlarg avi
3,0,1,thevoiceofmiami care much pussi get still got jack dick
3,0,1,thevoiceofmiami wonder mani hoe got homegrown sex tape onlin
3,0,1,thevoiceofmiami got everi hoe see weak nigga
0,3,0,thevoiceofmiami miami pacdagoat houston mani trash driver
3,0,1,thevoiceofmiami twitter hoe differ bitch want text day hoe tri fuck someth
3,0,1,thevoiceofmiami start like hoe realli like give pussi consist basi
3,0,1,thewoundgod son lmao chefwait 8217 gonna cri everi time wackproduc bitch http jeihgdwlai
0,3,0,thexbon twitch play call duti enter trash talk chat auto aim rest
3,0,1,april fool fuck hoe 8220 marc withdac 8220 camblunt nigga waka hate http e12ylm2yva 8221 man 8230
3,0,1,helenkel baddest blind bitch
2,0,1,paradox faggot 80sbaby4lif club good lookin bitch gold teeth tho confus 8230
3,0,1,race draft obama playin hoe http b6opj6d25i
3,0,1,searci happi cunt bag 128076
3,0,1,theegreekgod girl know got hoe http qna9ogveww
0,3,0,theegreekgod soulja boy trash gonna act like never crank superman
6,0,1,theejenbunni hit boo boo bitch got hit jaw
2,0,1,theejenbunni miss bitch bitxh got sock face
3,0,1,theerealgemini listen 8220 verbal abrupt bitch cheat bitch soooooo hurt bitch cheat back 8221
3,0,1,thee mrwest bitch work gone make slap head fuckin neck
3,0,1,theeesickestkid bag gucci still ugli hoe shut
3,0,1,theomaxximus post pictur chrus like morn littl nigga favorit retweet hoe
0,0,0,theprinceofnj 8220 smco71 aint bout murder game pussi nigga shut 8221 252 gang 128514 128514 128514 128514 128514
3,0,1,therealalonig 000 dinner date man bitch pow karruech http lop1ly4hv
2,1,1,things4whiteppl pussi whip http 55bxg7pbng
3,0,1,thinklikerandi got hoe everi one see man god sex often 8230
0,3,0,thinkingofjacob took 1000 pictur ate browni made new homi macdemi http czeo 8230
3,0,1,thinknmoney 365 wendi tacobel amp mcdonald yall bitch needa start deliv
2,1,1,thirst22 hoe love justifi hoe action easili know hoe
3,0,1,sarcasm tweet realli shoe fit lace bitch wear
3,0,1,thomas16v bitch 128521
1,2,0,thomasken obersturmfuhr matthia wife superb financi brian carri label presenc see 8230
3,0,1,thornton25 bruh friend fuck bitch 128514 128514 128514
0,3,0,thotcho see jumbotron 8217 jig
3,0,1,thotslovenik girlfriend hate friend bitch 128514
2,0,1,thottyglo quick bitch text anoth nigga when shes mad http ursi7ajump
3,0,1,thriiiuminati hate peopl think mad sad caus talk nah chillin bitch
3,0,1,thriiiuminati chill fuck ill still turn bitch ass
3,0,1,thtniggaxzavi coupl bad bitch doubl pop give told
3,0,1,thuglifeisdead best twitter beef time vidal lucia call barbara hoe ass cheat colleg 8230
3,0,1,thugginleg twitter jail pointless suppos tweet need instagram jail hoe shout shout 8230
3,0,1,tiarasobooji main bitch get kick curv lol
2,1,1,tibaburg sick ass goal ned worldcup2014
0,3,0,tiderecruits101 trash talk seen bama fan wish harm injuri toward lsu player
3,0,1,tierrraaaaa sex bitch want neck bitch
3,0,1,tiffanirenee3 victoria fina drrrruuuu jealous bitch 128514
2,0,1,timraw crazi got know bitch felt betray judgment
3,0,1,timopleas grown shit bird 128530
3,0,1,tinkkbaddass bouta take shower fuck bitch https 7wq5qzsil
9,0,1,tiny2youho naawww though hoe fuck play
3,0,1,tinytino842 triple6em96 call women bitch get
3,0,1,tip slap forehead bitch need spankin disciplin ass 128514 9995
1,0,1,tiqqz shinsnip woke sore throat cold nigger nigger terribl
0,3,0,tiredoftyranni jihadi work accid seven taliban fighter includ top command kill roadsid bomb deton prematur 8230 8230
1,2,0,titanshom sell larger size condom sir gallon trash bag wink secur escort 8230
3,0,1,tittyflex lol need halloween dress like know everyday anoth opportun
3,0,1,tittyflex sell pussi dirt togeth fell put blast even though 8230
3,0,1,tlmothyy hoe bust knee cap 128128 128128 https 2ec829l7qx
3,0,1,tlmothyy bro ask turn get pussi https g5yjyjeoem
1,2,0,tomyfuturehus dearfuturehusband idea mani browni point get random play hair scratch 8230
3,0,1,todd kincannon cri liber bitch cri like daddi left slate republican abt take control state legisl 8230
6,0,1,todd kincannon femin noun pervert polit ideolog hate bitch fat get airplan seat http 8230
0,3,0,tomarnold boy went trick treat charli sheen dada jealous caus charli gave realli good candi cand 8230
1,2,0,tombradysego might better chanc put trash can
3,0,1,tombradysego sorri bitch take luck beat
2,1,1,tomolson8 1dittling redneck written lol drunk use graviti get 128563
2,0,1,tommyreainigga dude favorit faggot smh
3,0,1,tommyshin never snapchat bishop screenshot son bitch
3,0,1,tommyyrealnigga tweet dont crayon gone subtweet say bitch nigga crayon anyway
2,1,1,tooeffincool baffl peopl talk upmost trash someon turn around close smh peopl probabl 8230
1,2,0,toofab final warner bros make superhero film star woman person color actor identifi queer http 8230
3,0,1,toomessedup fuck retard question http 9gw3iybyh3
3,0,1,tooracist black man ask hey white boy like nigger well would use word person said like 8230
1,0,1,tooracist black guy school ask color printer librari 2014 man use printer 8230
2,1,1,tooracist type eye make redneck women use nascara
3,0,1,toosexist women complain chivalri dead yes congratul bitch kill femin http mrc82zuhon
3,0,1,tooturntnacho give bitch heart rather purs
0,0,0,topblokebil justin beiber fucken gay cunt arii http pghisydeyb
3,0,1,torahblaz 1sonofyahweh hell yea know wrong brotha love cave hoe damn much stopitnow
0,0,0,torahblaz 1sonofyahweh asham singl life fuck nasti faggot ass white man
3,0,1,torahblaz densonkeith captain save hoe jump convo save hoe lls
3,0,1,torijberman vintagevixen lmao bummi bitch
3,0,1,torriabl want leav said go eat pussi afraid leav cat alon
3,0,1,toucherandrich wow call bitch could see look like bradi told crowd bitch
0,3,0,toxicityy1 gwen stefani new singl trash hilari duff britney fergi give rais kid judg 8230
1,0,1,toyamiani reason call jesus monkey knew color farrakhan thetim
2,0,1,toyaaa hoe excit still lil nigga 128581
3,0,1,tr1zz bout bitch women halloween
2,0,1,tr1zz bitch get away much behind social media account popular twitter instagram lame broke fuck 8230
2,1,1,trackstar275 8220 basedanarchi someon bring hoe front bae http twbse6eij7 8221
3,0,1,trackstar275 bitch ass
3,0,1,trakkboidelf 49ant tryna get bitch linkedin http uw3r0snjvk
2,1,1,transapar mom last night cunt slap text grandpa bypass sorri get back 8230
3,0,1,traplordgr worth pussi smell like reus soap anyway 128056 9749 65039
2,0,1,trappat allerg bullshit fuck boy basic bitch
2,0,1,trap jesus never seen nigga get laugh got test back bitch
3,0,1,trap jesus strangepintura 128557 therealtenski went way home depot take sink pic hate hoe http 8230
3,0,1,trapicalgod know name stori bio know hoe
3,0,1,trapicalgod hoe realli loyal 128514 128591 http 6u2000bykq2n
3,0,1,traptiz hoe hit time http vjxacsafxt
0,3,0,travelnevada great stori realli like camel jockey camel race virginiac http x02xmavequ tra 8230
3,0,1,traypizzi dressin impress bitch nigga
6,0,1,trelekidd bitch gucci mane jabarithegreat bitch stoner 128175 128175 http 4uvjjbeqdd
3,0,1,treal urmagesti darkskin girl got juici pussi 128069 128166 128166 128571 128571
3,0,1,trendingtopi fat hoe belli shirt die
3,0,1,trentskii babi 8220 1017 sqquad percent bitch 100 percent scrap 8221
3,0,1,trentskii babi 8220 1017 sqquad fuck nigga bitch man use 8221
3,0,1,trevondelorean bitch 8th grade talk miss bae 128586 128107 naw bitch miss graduat 128563 128557 128557 128514
3,0,1,treysongzson hood prolli fuck hoe
3,0,1,triggatrav187 yung jay work diz music studio soon nicca
3,0,1,trigga trea hoe basic break barney style 128514 128514
6,0,1,trillasskass wet pussi make dick slip 128166 128540
3,0,1,trillbillg bitch like heart taken sinc love babe bitch isnt today
3,0,1,trillesti retweet see ratchet hoe timelin
3,0,1,trillsteez 8220 sincerelylivi friend bitch 8221
3,0,1,trillzo qmg girl good pussi possess demon fact
3,0,1,triplecz finna make power move wit bitch tax gone straight long wat told
3,0,1,troymadden guess cool walk around titti see thru top shit hoe trippin
3,0,1,troymadden see bitch walk around wear rihanna ima grab titti hoe dare get mad fight 8230
2,0,1,troymadden real nigga handl anyth includ bitch nigga
0,3,0,truckshorsesdog coincki dink http 53bnmfyqza
3,0,1,truedreadhead girl wanna hoe around turn gone regret shit afterward
3,0,1,truenovacan ufuckin right hell nahh bitch respect damn bodi would wear shit public
3,0,1,truenovacan back get pregnant big deal bitch get pregnant amp like els new
1,0,1,truenovacan pussi nigga would fuck chick stretch mark
3,0,1,truenovacan think sliden bitch slippen amp know truth knoww knoww knoww know knoww knoww 8230
2,1,1,truetorontogirl woman hear bitch
3,0,1,trulycec deletin emoji nigga bitch contact name cos mean shit anymor 128514
2,0,1,truth 305 8220 cityboicoop lmfaoooooooooo coochcak lmaooo mypotnab faggot ever wore tall tee amp took pant 8230
2,1,1,truulifewisdom hoe iphon case pair panti
3,0,1,trxlllegend one good girl worth thousand bitch 128112 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 128109 8230
2,0,1,tryhardalbi tryhardsilva davidam get downstair fuck pussi
9,0,1,tryhardte davidam get downstair play fifa bitch
3,0,1,tuckermustdi tell hug one hoe amp actual https nfabyildkx
3,0,1,tuhhnaee x33 meat forevea sell bitch 128514 128514 128514 128514 128553
3,0,1,tumbirrel retweet save dumb bitch http oqfyogsldx
4,0,1,turtlemcnasti well would love stay chat total bitch
0,3,0,twangnat day februari 2002 waylon jen left honki tonk sky dream dream
3,0,1,tweetbelow person big booti bitch 128525 127825
3,0,1,tweetlikeagiri cinco way http cm9jhhk41i
1,2,0,tweetlikeagiri girl wear beani look cute amp stylish wear look like member drug cartel 8230
3,0,1,tweetlikeagiri wow dolphin ask marri kiss guy right front rude ass bitch http 8230
0,3,0,tweettulli great regular season ball bird
2,0,1,tweet doll biddin bitch famili
2,1,1,tweetnasschiqk gotta pretti perfect bodi smart funni tall know cook good sex hoe 8230
3,0,1,tweets2sweet nigga realli new bitter bitch
2,0,1,tweets2sweet lack 8220 humbltonbank smh nigger amp music knowledg 8221
3,0,1,tweet nochil ever club flyer hoe
0,3,0,twitchyteam die laugh russian wrestler mock gir man obama workout video http lldrxlzeus
0,3,0,twitchyteam worst tweet ever pro manag sound racist mock aid singl tweet http 0ntcwbrmmk
0,3,0,twitchyteam low turnout report charli crist file emerg motion extend vote hour broward http 8230
0,3,0,twitchyteam richard grenel wapo greg sargent mock voter prove point propon http kg3newoyiy
6,0,1,twootwentyone12 bitch tri funni get beat real quick
3,0,1,twothumbsupdgaf stay shut hoe
0,3,0,tydunn slant pass outsid lineback situat
3,0,1,tynodollasign cut hoe amp stop talkin owe new hoe 128530 fym
1,2,0,tywahlbrink victoriakuhlman one day turkey nip belli readi stuf wet 8230
4,0,1,tycotatt hit blunt bruh tell text hoe one hoe keep text http 8230
3,0,1,tyeonhi shit bird
3,0,1,tylar 1stblocjeremiah shut hoe ass nigga
5,0,1,tylar 1stblocjeremiah sneak dissin hoe ass nigga
3,0,1,tylar 1stblocjeremiah bitch shutup
8,0,1,tylar 1stblocjeremiah lol man bitch shut fuck upppppp
3,0,1,tylar 1stblocjeremiah lol man bitch shutup salti lowkey
7,1,1,tylar 1stblocjeremiah lol tryna raw doe bitch
9,0,1,tylar man hoe heaven stay take day
3,0,1,tylercarter4l hell yea bitch
2,0,1,tylercottam14 suge knight deserv get shot nigga 2pac kill fucksug karma bitch
0,3,0,tylergimblin girl let dude treat like yellow starburst pink starburst
3,0,1,tyleriam one thediorhomi tyleriam lmaooooooo never saw bitch deltron concert blood
3,0,1,tylerreact someon retweet bitch hate onto timelin http p0lznmjklp
3,0,1,tylersteak89 big bitch back group girl known caboos fat
3,0,1,tylerzirhut bindle13 gingerash2013 hahaha got point would hella bitch screamin cryin ova nigga 8230
1,0,1,tyler weddl 8220 sexualgif hate hoe alreadi 128514 128128 http jzbccsn75h 8221 128514 128514 128514 shit crack
2,0,1,tylerssooclutch dad hoe fuck 127797
3,0,1,tyrinflyguy nigga fufu amp bitch
3,0,1,tyson furi amp davidpric gone big lanki twat
0,2,0,ufgatorfamili incas hillbilli tri roast 128010 128010 http lj168ktccp
0,3,0,uflorida gatorzonefb bird plane jake mcgee http wvdlscodvw
3,0,1,uknomynamebxtch hoe need get much life fuckin hater get
8,0,1,unapologetic4 128514 poochda63 cocainemouth twitter nigga care bout hairi pussi nigga fuck today 8230
2,0,1,uncleruckus andrew bynum got trade waiv next day nigger keep job
1,0,1,uncleruckus nigger color state mind
3,0,1,uncleruckus somewher ghetto nigger get shot bbq
3,0,1,uptmillz 128514 dimpledjoint interest curtyndacut child father aint shit look mirror dumb bitch 8230
3,0,1,uptmillz buy milk wic guy verniemack qtna major 8217 bitch gon breast feed wit nippl ring 128563 128534 8220
0,2,0,usabillofright psycholog warfar dhimmi defeat islam http m8zlty0fz join forc take world trash 8230
0,3,0,usagov nation bird american bald eagl endang speci success stori http ojscnnmyem
0,3,0,usrealitycheck republican want yank food stamp hungri may http 2ukcoicd9q prg
3,0,1,uberbuilshit recent harvard studi conclud bitch fact trippin
0,3,0,uberfact mila kuni heterochromia iridum give two differ color eye one eye green brown
0,3,0,uberfact string attach box anim cracker origin put box could hung christma tree 8230
3,0,1,ucejayi see subtweet hoe
3,0,1,uglygawd fag caus post found attract well jactionj nigga post tranni see nigga thirst 8230
6,0,1,umchillbreaux never hoe entertain alway fact entertain hoe
3,0,1,ummmsassi bitch http 3m1brilvfp
3,0,1,unchart get panti twist take let tongu twist around pussi instead
3,0,1,unansweredquot bitch ever get ludacri way
3,0,1,unapologetiicb though would turn heartless bitch stronger amp bet 8230
2,0,1,unapologetiicb like cold heart cunt
3,0,1,unbearableti need pussi ate
1,2,0,uncleblaz mama ghetto use cigarett butt tip
1,2,0,underchild goe monkey bar meet swinger
3,0,1,unicorncowboy uglyni99ah pepsi cheerio smashin hoe got blue taco bae think flaco errybodi frontin jus 8230
3,0,1,uniiquemarie one bae end day 128584 128175 128149 128571 caus ride unlik bitch
3,0,1,uniquelytierra 8220 vintag monro 8220 dewaynee pussi wet gotta dri outsid 8221 stop tell busi 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514
0,3,0,unnagroundk joshhelaku care kendrick made song still trash
3,0,1,unnforgiv listen cunt today 8217 day
1,0,1,unorthodex nah hate white peopl sinc look like dyke elbasedparko think end racism http vgjyhn4bvt
3,0,1,unt unnnnn moment truth hoe truth
1,2,0,unusualfactpag shi peopl tend great observ skill make easier recogn core problem solv
2,1,1,uptown byrd philli full type hoe broke bitch http azh2ql6lwn
2,0,1,urkindofbrand alway dyke virgin way around first time eat box take virgin 8230
3,0,1,urkindofbrand vote die bitch
3,0,1,urbancrazi nah talk hoe sinc dont wanna text back shit http cvbzmjqxyo
3,0,1,urbancrazi andi went own toy own bitch also coke teach class 128514 http gjbur29bku
3,0,1,urbancrazi see bitch nigga subtweet http vvhehwdrwf
3,0,1,urbanengiish grown let hoe peac
3,0,1,urbanengiish sharkeisha lose one face due brute forc knockout punch dat bitch got sharkeisha would
3,0,1,urbanengiish hoe loyal women generat cannot trust
1,2,0,urbanengiish phone goe class teacher say turn trash song mixtap https 8230
2,1,1,urstruli jessi bitch actor
2,1,1,usgemini gemini realli look back thing look better trash
2,0,1,versacegawdd yall realli expect old nigga still rap rape hoe kill mother nah
3,0,1,vh1pnut twitter what mean come aliv night time sleep day hoe night
3,0,1,vicd713ent good pussi changin nothin might bump main hoe side jank mean get fuck 128533
3,0,1,vivaronron pussi must pop sever 8220 yadadpipesmagg singl 128514 http zhojnaokm 8221
3,0,1,vrtwxrk flash mac lay floor like matress yungchipotl young base god came straight bitch
0,3,0,vuulibrari shakespear birthday take look shakespearean trash talk http jsy3uffaib
0,0,0,vatxn illeg alien race crime muchomacho mcdonald jeandeaux1776 cspanwj wetback http pf2ypelyop
3,0,1,vacant girl cant make decis whether date tell bitch kick rock
3,0,1,vacant girl shave pussi go girl someth wrong
3,0,1,vadefiss dont tri fuck amp got million two bitch tell promis
0,3,0,vaeflar sometim need moment appreci nobl guinea pig steampunk dragon wing http seryx9v 8230
0,3,0,vainhumil name son caesar dawn ape absolut best movi ever seen entir life
0,3,0,vandtrailroad didyouknow comstock lode boon virginiac grew 000 ppl amp becam largest amp wealthiest 8230
3,0,1,vandalsavag cri 8220 kill fire 8221 80sbaby4lif pussi cri help
3,0,1,vbomb20 got hoe dick like brad pitt
0,3,0,venus lynn 8220 dylxnl look ghetto work http chrvw9dpca 8221 128557 128557 128557 128557 128557 128557 128557 128557 128557 128557
0,3,0,versaceameezi austin cute like look excit got oreo http 0mk1w8reak
3,0,1,versacelaflar bitch cheat gotta acknowledg gonna happen 8217 hurt less
3,0,1,versacelaflar everybodi turn asshol year look 8217 bitch done
2,1,1,versacesilk boy discov hoe https nluzgqv3eq
0,3,0,versacesilk tri tell grandpa 70s music trash https kyulqzobc6
2,1,1,versacetweetgod jenni hoe til got aid readi settl forrest gump tri save mani tim 8230
3,0,1,versacetweetgod leotard leopard zeeti hoe dumb 8220 jennnvee 8220 djzeeti twitpic selfi wear leotard 8221 http 8fqp7fpb 8230
3,0,1,versacetweetgod gave bitch much confid 128530 https tvmu2oyjqx
2,0,1,versecharact nigga want bitch like trey 128557 128557 128557 128514 https 1heiycmqod
0,3,0,verusfact shi peopl flirt learn tip best http 81pvuhnhat
3,0,1,vianka hoe hoe nothin hoe
3,0,1,vibelord hate peopl think mad sad caus talk nah chillin bitch
3,0,1,vibelord opinion high irrelev bitch
3,0,1,victorsmith90 vnksmith16 fight bitch like legal
3,0,1,victorsmith90 fresh jail got chopper bitch like vick number like whopper
3,0,1,victoriadahl 8220 donnajherren well crazi bitch look motherfuck corps find 8230
0,3,0,videriquamess british jihadi mother want first femal execution mi6 want http inzpvpf2tn
2,0,1,villageba detroit nigga listen dbco fuck nigga bitch tri hold money 8230
2,0,1,villageba block think post ask like boss employe ass bitch
1,0,1,villageba hate faggot talk shit block respond bitch write letter respons 8230
2,0,1,vinladen2 nigga get marri start dissin singl bitch smh a2dao bitch want allow 200 date still singl 8230
0,6,0,vincesport best collegegameday sign ever dak ness spread charli murphi true hollywood stori chappelleshow http 8230
3,0,1,vineforthebyrd bae text hoe https 5hetowes
2,0,1,vonta624 ondat othershit kudabrazyy bout bitch got togeth thought reason make boyfriend claim
2,0,1,vuitur bitch eyebrow lookin like bull logo http 5etorg5gbt
3,0,1,w0lfhaleighh kyle leavitt96 meowmariss bye bitch
3,0,1,wbeezi dontkiara pussi dri 128530 http ypvntydu28
3,0,1,wbeezi run drc simpl dont hoe dont worri expos 128540 fight
3,0,1,wbeezi rohan bitch 128514 128514
3,0,1,wbeezi bitch phoney 128514 128514 128514
8,0,1,welghtroom row hoe curl girl plank skank deep cut slut quad broad pec 8230
0,3,0,wfantrad know yanke fan listen kay everi night absolut brutal nonsens blah blah blah blah radio 8230
3,0,1,wfuncleelli bitch sad lookin like lack funni
2,0,1,whoisraymond give hoe one girl work http dcdpkr2yjc
4,0,1,woridstarhlphop nigga tri slide bitch dms http mr2fjyugtn
3,0,1,woridstarhlphop bitch put soul routin 128514 128514 128514 http xpjzivngao
0,3,0,woridstarhlphop talk eggplant skur https kdwoapyvd0
3,0,1,woridstarhlphop bad bitch ask come http f6exlrz8vd
2,0,1,woridstarhlphop boy discov hoe http pupaplqnhk
1,5,0,woridstarhlphop phone goe class teacher say turn trash song mixtap https 8230
6,0,1,woridstarhlphop bruh threw bitch https risbmdzy26
3,0,1,woridstarhlphop everi time bobbi bitch come http h7b0pl8t2h
2,1,1,woridstarhlphop kid definit got pussi game https lvxbxmgstd
0,3,0,wowfoodp oreo shake http ye22nl8bs
2,0,1,wwecrow jerryspring raw white trash side applaud wwe
3,0,1,wweglf bitch ask eat ass http 8oypyjygv
1,0,1,waavyle ball ashi yattab trelaire1st real women http vg5dbqh8at 8221 real faggot let smh
3,0,1,wallstwatkin hoe care futur irrelev
3,0,1,wallstwatkin get hoe need cute muscl dress ass swag talk good game
0,3,0,washtim john kerri caught appear mock israel 8217 8216 pinpoint 8217 oper gaza http 3yqfr9lzsr israel gaza http 8230
2,0,1,watdafckyoumean give hoe inch cuz tri take mile
3,0,1,watdafckyoumean brother weekend bitch longlivelilray
3,0,1,watchmyjump seen these nigga lose basic bitch
3,0,1,watkinsraequan bitch blew high
3,0,1,wavvvi gucci mane lock want talk relationship status bitch shut gotta free nigga first
2,0,1,wavykirk courtaintshit yeah girlfriend bitch hope got hive
3,0,1,way2fengshui bitch wanna ignor text wait till get work 2tonedasupastar caption http zwrimdzqnv
0,3,0,waynedupreeshow fear monger left die wake go believ charli rangel hussein mia love 8230
3,0,1,waynedupreeshow coachktola waynedupreeshow paid white supremacist alway get negro dirti work fergus 8230
3,0,1,waynel notmorri hoe fake gay
3,0,1,waynel lmaoo accur basedpaco bitch see quot tweet http azl9o3pyz
3,0,1,waynel lmaooooooo take advice dum bitch made http siuxrh5sm
2,1,1,waynel nippl determin whether titti trash
0,2,0,wayneroot well differ erick erickson alway understood obama muslim jihadi sympath https 8230
1,0,1,wayn boss hate bitch dat act like nigga 128530
3,0,1,weallknowa know doubl face bitch name madison
3,0,1,weallknowa know faggot name luke
3,0,1,wearegiricod nah talk hoe sinc dont wanna text back shit http lmpa15000aiz
3,0,1,wearegiricod love emoji 128129 like duh bitch 128129 lol give fuck 128129 ugli 128129 whatcha gonna 128129 8230
3,0,1,wedontloveho bitch post type sex posit pic heart emoji let get posit bitch complain 8230
3,0,1,weloveki hol bitch 128553 128514 128557 https ryesvyai2u
3,0,1,weavilynmonro heard big booti bitch take 127814
3,0,1,weedhumor marijuana gateway drug lead happi great sex pain relief increas patienc crazi bitch 8230
3,0,1,weightiift row hoe curl girl plank skank deep cut slut quad broad pec 8230
3,0,1,welldamndymo cant see real woman yoursid thick thin mayb deserv hoe 8230
0,3,0,whattheffact actor charli sheen bought 600 seat angel basebal game hope catch home run ball
3,0,1,whattheffact compani sell menstrual pad pet dog call bitch diaper
0,3,0,wheeltod life hand hot potato tri throw two bird
3,0,1,whenarappersaid tyler creator said rape pregnant bitch tell friend threesom http zkvwfk18d0
2,0,1,wheneminemsaid eminem said call faggot caus hate pussi http emkb7osgqd
1,5,0,whenrappersaid joey bada said trade nike new mic guess safe say sold sole new life 8230
3,0,1,whenrappersaid tupac said killer push reveng sweetest joy next get pussi http pto 8230
3,0,1,whenrappersaid tupac said killer push reveng sweetest joy next get pussi http 8230
3,0,1,whiteboyceezi hoe familiar
3,0,1,whiteniggaswagg hmmm ratchet hoe smell
1,2,0,whitepeopletalk 8220 kobe 8221 shoot piec paper trash
2,0,1,whiteboicoleman step away twitter beef go bed caus gotta gotta redneck asshol 8230
3,0,1,whiteboyyx01 behind twinkl eye see bitch 128064 128076
1,0,1,whiteson nigger http hb3ujalky2
3,0,1,whitesidemzu mom make sandwhich doesnt hear whisper deaf bitch mom fuck 8230
2,0,1,whitneynocrack die slow bitch thotcho 8217 whitneynocrack tonestradamus scari accur http dx79nxkll9
3,0,1,whitttoocold ray perfect exampl happen give lame nigga pussi
3,0,1,whoapollo wcw goe women shit togeth pretti bitch get way much credit cute 8230
3,0,1,whoisti keep stoop hoe know better
2,0,1,whosflyy readi delet entir instagram app found one crush sell pussi backpag 8230
2,0,1,whorefandom go let pussi like fight night vote5so
0,2,0,whyve georgegalloway muslim wmn cover yellow star jewish neighbour veil protect sarajevo 1941 http 8230
3,0,1,wifiandporn fuck llaboutbenji ask bitch good day bitch said stop weird conf 8230
3,0,1,wifioverho idgaf bitch say 128514
0,3,0,willmcavoyacn haitian chariti water life mock peopl use firstworldproblem hashtag juxtaposit
3,0,1,willywelfar damn hot bitch
0,4,0,wilnerness590 jmart96 outman brand new yanke girardi never use reliev use
3,0,1,windpushedgrass bitch dead weight pallbear
2,0,1,wingsoverho nigga gossip like hoe sleep tho
3,0,1,witchothirstyaz love loyal one person 9757 65039 fuck hoe 128107 128079 128524 128584
4,0,1,witchsistah tryna steal car eat hell outcha wife pussi htgawm
1,2,0,witnesslaron ape get mcm unbeliev http tsmstrxqx7
2,1,1,wolfpackalan oreo first twist crap broke
0,3,0,women fit use talent possess wood would silent bird sang except sang best
4,0,1,womenshumor monday bitch today
3,0,1,wonkasm hoe die attent
1,0,1,woodi afc maniac3x whiteponyjr lmaoooo bunch fag
0,3,0,woodi afc whiteponyjr ivanrabago doubt mean cute toss around trash can 98lb mexican boy wantin 8230
0,1,0,woodi afc saw great chimpout summer ago middl age salvadoran old son got wast beaner metlif 8230
3,0,1,woridstarfunnyy boy discov hoe http mkonvchg4r
1,5,0,woridstarfunnyy play soccer cheat girl wear khaki colour cargo haircut http nqylxquloc
3,0,1,woridstarrrr 5th grade hoe loyal http ew029ozxvg
2,0,1,workaholicadam got problem bitch heard call bitch 100
3,0,1,workaholicblak girl becom friend omg love shoe guy becom friend excus sir see fuck bitch
3,0,1,workouthumor hoe loyal http jik7ofqmb
3,0,1,worldstarbest resist urg smack bitch http ihqgu7dp5m
3,0,1,worldstarfunni 5000 rts amp grab mic amp yell fuck right pussi http g3kmmz4jt6
2,0,1,worldstarfunni iphon manual ignor hoe http lyzs1pu25i
2,1,1,worldstarfunni love hoe http 3waezgcovi
