,hate+offensive_count,non-hate_count,class,tweet
19826,0,3,0,paulabruederl bird meant cage
19827,3,0,1,paullowry42 gingerash2013 lol respons bitch like pregnant
19828,3,0,1,paymon_d legendari year. 1stname_bravo speak 09 year pussi phenomenal.
19829,3,0,1,peaceloveweed_ hoe want belvita http t.co dcvvetxeq1
19830,0,3,0,peeabut dear god make bird fli far far far away
19831,3,0,1,peeper1016 prefer barefoot make basic bitch sign up. get free mason jar
19832,6,0,1,peidroh tell chick-fil-a cashier thank bitch say pleasur http t.co 85swwyxmnz
19833,0,3,0,pekholt raven symon hair like i'm color i'm american. http t.co mkx0d4bh2q
19834,0,3,0,pellucidstyl might call second summer song minut trash
19835,3,0,1,petertrvjillo listen beauti bitch i'm fuck truth.
19836,1,2,0,pgammo yanke draft room huge pictur greg campbel messag makeup we'r look for.
19837,0,3,0,pgammo run differenti met -14 yanke -32.
19838,0,3,0,pgammo yanke four straight shane green start speak stabil season starter emergen 8230
19839,3,0,1,phatsyeo215 bitch ain't real. 128514
19840,3,0,1,philiciaaaa mcm 128525 tomorrow month 128152 fuck everyon said last. prove bitch wrong tropicaldrew_ http 8230
19841,3,0,1,phishlicia tropicaldrew_ fag. miss like crazi 128553 10084 65039
19842,3,0,1,phishlicia ocho approach bitch
19843,3,0,1,pipethefckdown_ peopl focus skin tone date someon fuck retard brainwashed. 128076
19844,3,0,1,pissyopants1 man robin thick black tri get pussi back
19845,3,0,1,pocahontias__ idc yall bitch
19846,3,0,1,polarisclub laugh hard lay un-loyalist hos plea
19847,0,3,0,politico republican rick scott reelect flgov defeat democrat charli crist. http t.co oevmkoqh9 http t.co hi56c9n 8230
19848,6,0,1,polopowel tha bad bitch need currensy_spitta concert bham tonight. 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039 9992 65039
19849,0,6,0,pop_ruth i'm littl teapot short irish onedirect artist year ama emabiggestfans1d http t.co 9o1zfvlezv
19850,3,0,1,popitfor_tyrick bitch said lie much bitch ain't worth tell truth
19851,6,0,1,popitfor_tyrick tbh left hoe alon 128080
19852,3,0,1,possiblydana bitch spread rumor https t.co 6lvif0nurf
19853,3,0,1,pound_mytweet wheeler_kashhh http t.co ptqa8lzqea 128525 128525 128525 gave bitch someth mad
19854,3,0,1,pppssshhh_ hatin hoe comin like i'm finna save aintnobread bitch better get get
19855,3,0,1,prettycha305 monkey see 128585 128584 monkey hoe 128586
19856,3,0,1,prettychels__ hate dumb bitch.
19857,3,0,1,prettygrl_rocki pussi pussi
19858,3,0,1,prettykel 8220 100046729 leelucas_ prettykel bitch feed me. ask buy burger 128514 128514 128128 8221 128514 128514 128514 128514 128514 128514 128514 lmfaoooooo 8230
19859,6,0,1,prettykel 8220 100046729 leelucas_ bitch come http t.co gxpfolusxb 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514
19860,3,0,1,prettykel 8220 100046729 that fuck bitch talk you.. hoe claim 128080 funny. 8221 8252 65039 8252 65039 8230
19861,3,0,1,prettykel 8220 leelucas_ 100046729 prettykel lol bitch run band up.. know i'm dumb 8221 hate broke bitch..... hate
19862,3,0,1,prettyne___ bitch fail realiz nigga realli move 9995 still fuck bitch 8252 65039 8230
19863,3,0,1,prettytreazur detroitplay 1stname_bravo hey call bitch 128074
19864,2,1,1,prime13_tim word jac.. can't save everi hoe.. got let hurt.
19865,3,0,1,prime3_tim woodchuck20 get hoe lol
19866,3,0,1,pringlezxii dont messag number tell text you.... i'm bitch lol
19867,3,0,1,pro_failur favorit childhood memori mom found stash xanax slight less bitch exact one 8230
19868,0,3,0,prolongshop led christma decor light 10m 33ft 100 led fairi string light outdoor indoor http t.co 2ew0jjhb6n
19869,0,3,0,proofgelato sweet treat lunch today raspberri gelato gin juic sorbet amp browni gelato gelatocart thursday can't wait ...
19870,4,2,1,psjohnson23 problem retard liber think suppli amp demand mean suppli everyth demand. votingmatt
19871,3,0,1,pterosaur nick jona hoe squeez dick nick jona gonna leak nude nick jona less role model
19872,6,0,1,pumpkinheaddd 128530 hoe act like get fuck amp suck dick 128080 ain't say noth 128520
19873,3,0,1,que know dawg hoe bck style
19874,3,0,1,quecain white bitch love cocain
19875,3,0,1,queenallyssa man call bitch y'all argu think realli bitch actin like one
19876,3,0,1,queenalyzee_ ain't friend hoe
19877,3,0,1,queenc_nt 8220 _100d nigga goofi act like bitch 8221 aint lyin
19878,2,1,1,queenthottie_x3 proud mahanain 9825 still hoe tho
19879,2,1,1,quirkism jeter a-rod. class trash.
19880,3,0,1,rachael_goss want chill campus amp throw bibl bitch take walk shame 10067 10068
19881,1,2,0,radiomaru nerd cool get realli judge-i nerd passion thing passion abo ...
19882,0,3,0,radiotour_en duchess cambridg present first yellow jersey http t.co 8vvnu9drfm tdf
19883,3,0,1,raejeanhightow 8220 swuu_thegod stop 9995 playin bitch 128589 know i'm mvp 127942 128526 8221
19884,3,0,1,raeleeneho hate bitch know fuck amp realli tri talk like cool nahh bitch foh 8230
19885,5,1,1,raider_level like raider games. ghetto peopl get jump lmao like well shit sound lik 8230
19886,3,0,1,random_shxt need dick sucked..fuck bitch need 9996 65039 slut
19887,3,0,1,randycaliboi hear ugli bitch talk anoth ugli bitch 128528 ... http t.co rwvyvpye2n
19888,3,0,1,randypop84 bitch ain't pay bills......so fuck
19889,0,3,0,rappersaid joey bada said trade nike new mic guess safe say sold sole new life. http 8230
19890,2,1,1,rappersaid tupac said ain't killer push reveng sweetest joy next get pussy. http t.co wl3mtg 8230
19891,3,0,1,rappersaid tyler creator said rape pregnant bitch tell friend threesome. http t.co impo02ge65
19892,3,0,1,rarebreedkena shoutout ogmaco bitch guess remix shit 128293 128293 128293
19893,3,0,1,rasheed_wavi vivalakristia bein bitch
19894,3,0,1,rbomem viva_bas broke even though obama work bitch got someth
19895,0,3,0,rcooley123 bill maher mock gullibl america miss real enemi http t.co apnsvg35uf
19896,6,0,1,realist_illest 8220 187xo_ run niggah i'll lose fight 8221
19897,5,1,1,realist_illest mine 128513 128588 128076 8220 187xo_ niggah trigga_tre123 128076 8221
19898,3,0,1,realjonathanp bibl macktology101 hoe alreadi got new year eve plan
19899,3,0,1,rebecca7054 8220 caitlinbartlett yeah bitch http t.co 2pp9rbohy4 8221
19900,6,0,1,rebelganja 8220 1bookieg idk love skinni girl 8221 got good pussi 9994
19901,3,0,1,rebellious_midi wheeler_kashhh lol godddddd bitch realli come amp late gon lls
19902,3,0,1,rebellious_midi ugli bitch definit disgust 128534 ewww yuck
19903,6,0,1,redbonejasssi said got mani hoe
19904,3,0,1,redemptionzayn inhal white exhal nigger
19905,0,3,0,reidk_97 flappi bird dusti
19906,3,0,1,relatabi hate peopl ask 8220 tryna look good 8221 bitch bye
19907,3,0,1,relatabowl bad bitch http t.co jz9itvjck0
19908,6,0,1,rellyonsmash shoot shit cool gimm shit play front bitch nigga...gimm jiggi shit ...
19909,1,2,0,renegadecut video renegad cut snowpierc 8212 analysi bong joon-ho 8217 sci-fi action film. topic include... http t.co ynt9zs0 8230
19910,0,6,0,renz360 got slot sole sauc earli bird today use 8220 save20 8221 checkout http t.co x5bq5vzppk
19911,0,6,0,renz360 got receipt ink sole problem. http t.co xya7alduhu
19912,3,0,1,reshell_ 1inkkofrosess ear look good 128525 128525 128525 128525 128540 128541 128513 http t.co fp3r6mkbac bsa hoe background
19913,4,0,1,reshell_ keshun like aint noth cut bitch nawl aint 128557 128514 128514
19914,1,2,0,rhythmixx_ 8220 aliyahgrubb kany west costum mock race. 8221 girl hate kany human costum 8230
19915,3,0,1,rhythmixx_ weyheymariam jaymcnugget that drive bitch http t.co drk5c0txtq
19916,3,0,1,rizkybiznezz joselin audienc mad bitch
19917,0,3,0,richiesuave 8220 viridoesitt kevin hart make funni faces.. curriculum kinda trash.. 8221 curriculum 128514 128514 128514 http t.co zjjyrgcz9i
19918,1,2,0,rickygervai great day love fellow ape http t.co jzl7filv0q
19919,0,3,0,rickygervai human genet closer chimp chimp gorillas. apes. great day clever twe 8230
19920,3,0,1,rickygervai jesus love everyon els think right cunt.
19921,2,1,1,right_in_th pussi
19922,0,3,0,rightwingertoo california solar plant fri thousand bird mid-flight hot air http t.co 8zqnlr5fh5
19923,3,0,1,rihanna ain't got type...bad bitch thing like
19924,2,1,1,rihanna life bitch that love know
19925,0,3,0,ripienaar fox news present mock femal pilot took part campaign isi wtf http t.co mlky9zsen2
19926,3,0,1,ripstephanie_ let shirt bitch aeropostal wtf wrong 128514 128557 128514 https t.co xm5s5hn7tq
19927,3,0,1,rollyup23 deep pussi 128514 http t.co 3atjdyqmnf
19928,3,0,1,roach_nigga 8220 xiaobiniimessi can't believ actual kill cockroach. 8221 smh bitch probabl nigga eduardo
19929,3,0,1,roach_nigga yall nigga think hang around crib noth bitch get bread http t.co 6jo2sayr96
19930,6,0,1,robdelaney girl wanna rip dick throw pussy.
19931,3,0,1,robdelaney put pant one leg time like guys. eat plus-siz model 8217 pussi helicopter.
19932,3,0,1,robert4709 finger bad light skin bitch http t.co jazkccc9l
19933,0,3,0,robertbevan77 like walk dead less carl talk birds. zombi attack http t.co uocspykssc http 8230
19934,3,0,1,rockiefresh chick alway get wit bitch gotta tell shit 8217 fli 8217 cost
19935,3,0,1,rod4short bitch must 279.0 amp relat jesus thebsharp gpa legaci the_lion_ bitch get http 8230
19936,3,0,1,rodill_ nigga pass good girl hoes.
19937,3,0,1,rollieghost 8220 vivalajayxoxo women would put littl love long man money..gross 8221 bitch broke abus 8230
19938,0,3,0,ronel get readi nevada hump day nevadamuseum. real live camel ostrich zebra virginiac nevadahumpday 8230
19939,3,0,1,roryscovel surpris big pussi hulk is. bravschi
19940,3,0,1,rose_shayna1 never care anoth bitch saw me. know
19941,3,0,1,rosestoko bitch make bitch look like precious 128109 128111 128150 128571 thebooti ohgawd bae http t.co 7fcckrhxji
19942,3,0,1,ruckin_andrew bitch death grip nigga balls. smh http t.co uh6osapcmw
19943,0,3,0,runofplay i'm confused. martin indi drew yellow card see steal tank brazilian armi open fire 8230
19944,0,3,0,russnelligan karynpolito declar victori introduc next governor charli baker charlieforgov wcvb http t.co hykwrvd 8230
19945,0,3,0,russnelligan final debat clean-up journalist sure know trash lobby... wcvbpoli wcvb http t.co lmersj8sti
19946,3,0,1,rustymk2 not. fucking. charge. even. as. juvenile. call michaelbrown thug point say nigger cuz 8230
19947,0,3,0,ryancommakerri think time bring drunken monkey
19948,3,0,1,ryancruz_ 8220 1waynostra jus faith cus never kno bitch lmao 8221 128514 128514 128514 128128 128128 128128 128553 128553 128514 128514 128128 128128 128128 128514 128553 128128 128128 128128 128514 128514 128128 128128 128128 128514 128514 128553
19949,1,5,0,ryancruz_ travi alway ghetto 128514 128514
19950,3,0,1,ryancruz_ want stamp bitch say anyth 128564
19951,0,3,0,ryandolan123 peopl say colour http t.co 2lkukctpf0
19952,3,0,1,ryannotsheckl shit break lose good girl guess need bad bitch come around make
19953,3,0,1,stylezkey354 alway bro nigga get crazi weather we_all_know_jo stylezkey354 weather trash gon get 8230
19954,3,0,1,stylezkey354 talkin hoe bout bronem ............whi talkin hoe bout bronem
19955,3,0,1,s_bitchi bitch fallin inlov niggass amp get new bitch amp tri get new nigga tri forget 8230
19956,3,0,1,s_devant moment friend zone bitch 3am call way time pleas gtf face rich homi quan 8230
19957,3,0,1,sadailday school pointless. tri pass class get bitch
19958,3,0,1,sadiiex_ vnxthni take serious.... kik back nigger
19959,3,0,1,sadiiex_ x_nwts answer phone hoe heard boutcha
19960,3,0,1,salmeron_bryan father everi mexican nigger love hear.
19961,3,0,1,salomanizor kick cunt
19962,3,0,1,salomanizor mani faggot think address first name
19963,3,0,1,samafuckinga wish bird could constant shit peopl hate
19964,0,3,0,samknight1 elilak saletan jeffreygoldberg yeah know jeff book. one admit beat prison lie abo 8230
19965,2,1,1,samzbikowski tonyjrodriguez dude video bird work fuckin
19966,3,0,1,sangelina_xo what guy fat bitch clear never understand
19967,3,0,1,santos_brina could never mess around someon els man like that clarifi self side hoe.
19968,3,0,1,saramariewelch main nigguh sinc digit camera selfi thorpe_emili http t.co xiqirbq7mp
19969,3,0,1,saramariewelch can't mean someth someon hittin otha bitch
19970,3,0,1,saraschaefer1 get eye cancer read mani michael dougla joke
19971,6,0,1,sarcassmlol 8220 jinki lost glass 8221 velma everi fuck episod scoobi doo like damn bitch get contact
19972,3,0,1,sassy_cee_ y'all hoe
19973,1,3,0,sassytbh girl tweet might ghetto bring food outsid movi might stupid pay 4.99 8230
19974,3,0,1,saucygyro _whiteponyjr_ ugli bitch blood hand whore way
19975,3,0,1,savannacurry_ yell feel self center think bitch gr8
19976,3,0,1,savetheseho ride bitch then...homi consid singl nigga http t.co rjaiohrphw
19977,2,1,1,savetheseho bitch skecher light http t.co vqluspyqmo
19978,3,0,1,savingtheseho bitch text goodmorn first something.
19979,3,0,1,sbacilio1224 neta bullshit asid need get bad bitch
19980,3,0,1,sblmnl_crmnl woods_lamar shut nigger ass lamar
19981,3,0,1,scaffoldjocki i'll never smoke weed willi again. invit hick tobi keith fuck hate mongoloid
19982,3,0,1,schooigiri say nigger love
19983,3,0,1,schoolfess bros hoe except chick cloth everywher
19984,3,0,1,schoolfess girlfriend tell peopl sell pill coke. retweet bitch. durant
19985,2,1,1,scott1023 said thin mint bitch http t.co yrvqjxeyqo
19986,0,3,0,scottiken settled. ding dong far superior twinkie.
19987,0,3,0,scottvtraci abuyazidmuawiya amustafaanbari1 congratul reinforc stereotyp insecur uneduc uncivil 8230
19988,3,0,1,scotty160 blatant believ men look creepi shit ghetto ass mustach
19989,3,0,1,scottydoesntn0 cinco mind damn busi bitch
19990,3,0,1,scress dfkinlop lmfaooo bitch tongu longer nigga dick
19991,1,2,0,seanmdav sinc know wonder blakehounshel cracker barrel place buy barrel full crackers.
19992,3,0,1,seansteiger31 gang bang jus gang bang hoe 128299
19993,3,0,1,seansteiger31 melo bitch leav well lebron jus bitch regardless lol
19994,2,1,1,seansteiger31 sometim listen amp revisit old album often amp skim bitch make sure keep 8230
19995,3,0,1,semper_fiibitch farra teen mom sex tape pornhub lmao hoe ass
19996,0,3,0,sepinwal day fxx 8217 simpson marathon 8212 8220 bart 8217 dog get 8221 8220 last exit springfield 8221 8212 160 best consecut 8230
19997,3,0,1,shabbashon thoughtsofrandi almost ran fine red bitch over. damn lol
19998,2,1,1,shaelynspacyyi 8220 uglyassderrick shaelynspacyyi trash though 8221 http t.co dj5kvo7rsr
19999,1,2,0,shakiraevanss critic amanda say word sure make joke sexual assault trash.
20000,3,0,1,shananigans__ shade shut bitch ass
20001,3,0,1,shanequabullock meet bitch mansionelan
20002,3,0,1,shantelb_ 8220 weare_xci know bitch sell pussi 3.5 8221 128514 128514 128514
20003,3,0,1,shantybear bitch entertain caus alway seem busi
20004,3,0,1,shardae85yahoo jessica ass dont need liquior bitch drink forget everyth next day never 8230
20005,3,0,1,shayconnnor ain't sailor moon bitch
20006,3,0,1,sheemteam97 fuck islam state kill cunt 127468 127463
20007,6,0,1,shelbieperdu instagram need stop bitch
20008,3,0,1,shikeattik hate bitch constant call ugly. shit annoy man
20009,3,0,1,shikeattik nah bitch ain't gone want back minut later. i'm play notic
20010,3,0,1,shikeattik pussi nigga get pussi nigga
20011,2,1,1,shikeattik neighborhood freak throw pussi catch http t.co koloobmvfa
20012,3,0,1,shitballshonkey watch follow drop like fli start see shit made upset lol take salt bitch
20013,3,0,1,shonni__ momma talm bout these kid parti parent 128530 duh would think pussi pop 8230
20014,3,0,1,shoulder_leen 8220 intentions_ new york bitch like thatnycshit bitchesbelik newyorkgirlsbelik hoodbitch lmfaoo 128514 128514 128514 https 8230
20015,0,3,0,sickipedia drove daughter guinea pig vet morning. i'm quit handi new callaway golf clubs. sickipedia
20016,3,0,1,sidneeyrose fuckin skyler white bitch
20017,3,0,1,silent_mus happi monday bitches. want know yes ever fuck forget amaz strong are.
20018,3,0,1,silent_mus over-think fuck simplest things. lighten bitches.
20019,3,0,1,simplyal xonayyy 8220 ugglyyi well ain't bout bitch ... http t.co cvjadmypg6 8221 128514 128514 128514 bruh 128553 128514 128514
20020,0,3,0,simplyforkick quan help everyon random question comput stuff one oop grs someth ain't right abo 8230
20021,3,0,1,sisssyhaymaan brush guy compliment boyfriend bitch
20022,2,1,1,skankymunt piss shower check yellow legs.
20023,0,3,0,skullmand call dark cold damn charli brown
20024,0,6,0,sky106radio lot great oldi check memori yanke rose today eastern http 8230
20025,3,0,1,skyereyes_ 8220 feebito_23 lol fuck mani bitch 8221 call bitch
20026,3,0,1,skyereyes_ 8220 ginasanabria_ hoe man. need though 128564 8221 128557 128557 need pick mine back 128553
20027,3,0,1,skyereyes_ 8220 inspirenaima text someon pussi good amp sorri wrong number quot response. 8221 128514 128514 http 8230
20028,3,0,1,skyereyes_ that make fat bitch sleep night 128564
20029,3,0,1,slbgng_eddi 8220 cristinacetino slbgng_eddi shit nigga complain. got room hella nude hoe 8221 trueeee i'll 8230
20030,3,0,1,slbgng_eddi 8220 white_thunduh boy retard sometim 8221 time
20031,3,0,1,slbgng_eddi white_thunduh bitch spoil
20032,3,0,1,slimthugga nurs 128514 blaccston slimthugga clown boy music trash.... dare say someth back buri bit 8230
20033,3,0,1,slinkjohnson think imma patent dispos douch ketchup type packages. bitch sanitari discreet. hoe on-th 8230
20034,3,0,1,slllick_ trey songz repli nicki minaj ... nigga spoke truth look ass bitch lmao ... knew someon gonna 8230
20035,0,3,0,sluggern p72 derek jeter use hit walk-off singl final yanke stadium at-bat. imag via mlb_authent htt 8230
20036,3,0,1,smithmuffin gradeschool danc tri worm impress bitch slam dick unforgiv ceram 8230
20037,3,0,1,snoleezey801 uce_ina poli ratchets.. can't stand poli bitch general 128514 loud annoy talk much..
20038,3,0,1,socass_ 8220 00sexilexi00 socass_ sang nazi 8221 beaner
20039,3,0,1,sofancyy_ hoe gone hoe 128564
20040,6,0,1,sofancyy_ swear hoe ain't got noth 128107 128129
20041,3,0,1,sofpizzie_ hate bitch think shit bitch basic fuck 128564 128564
20042,1,2,0,sofuckingswazy mayonnais color benz push miracl whip http t.co bmxuyp8ehh
20043,3,0,1,sonup_qp llamf cumin wit better bar alreadi bitch boiz 128529 128529 128529 128529 128529 yall dun fukd way
20044,2,4,0,sorryimalex 5sos start tweet hashtag they'r trash vote5so http t.co llkuz6vtai
20045,1,5,0,sorryimalex 8220 lametear rted alex ramo aka trash gain follow 8221 vote5so
20046,3,0,1,sorryimalex got call faggot buy girl tom i'm gonna fuck person ass
20047,0,3,0,sorryimalex i'm back caus wanna see boy lose trash vote5so
20048,2,1,1,sorryimalex idkmadz tbh i'v seen recess monkey bar busi get beat lol talk rate 8230
20049,3,0,1,souljaboy kmichell beef bitch pussi smell like beef 128169 128514 128514 128514
20050,3,0,1,souljaboy kmichell crank shitti pussi yuuuuuuuuuaaaaaaa 128169 128169 128169 128169 128169 128169 128169 128169
20051,3,0,1,souljaboy kmichell pussi smell like dumpster juic 128169
20052,3,0,1,souljaboy ain't got time stupid bitch 128557
20053,3,0,1,souljaboy michell pussi smell like shit
20054,0,3,0,southernshirt thing need life comfi shirt oreo southernshirt
20055,4,0,1,spiffytwiley vintage_monroe_ bitch gorgeous
20056,3,0,1,splitsecond84 got twitter facebook amp instagram.. fuk yuh mean send pic bitch better download avi
20057,0,3,0,sportspickl yanke want russel martin sign pirat year ago. pirat made back-to-back postseason 8230
20058,0,3,0,sportswithjohn dani alv use new gray hair talk yellow card tell refere humbl senior 8230
20059,0,3,0,spur bird...it plane...it supermanu nbasuperhero
20060,3,0,1,squarebutt got problem smack bitch
20061,3,0,1,squeakkgod fuck opp fuck dear hoe 128514
20062,0,3,0,ssbeirn bird plane boat no...it it's... fli human lakeeri cle http t.co ttl10nqbzj
20063,3,0,1,starzz2929 wanna reason look phone amp smile car run ass hoe
20064,3,0,1,stayclassay payback bitch realli
20065,4,0,1,stayfoqus eat pussi show vagfax
20066,3,0,1,steph_dcx fuck nosey ass bitch swear lol
20067,3,0,1,stephanielazox hope got want bitch.
20068,3,0,1,stepheeezyy nigga bitch 8220 187xo_ never date femal anoth niggah name lol wtf 8221
20069,0,3,0,stephpaulus yet master art eat powder donut without look like left charli sheen house.
20070,3,0,1,steveersh i'm star jone man love big bitch
20071,1,2,0,steviegarcia11 come wigga soft tweets.. 128514
20072,3,0,1,stillandru white ppl call mexican beaner claim take job sugar skull tattoo
20073,1,2,0,stoolpresident tree fall wood nobodi around make nois blow away trash live ...
20074,6,0,1,strapdafool naw deez ain't 24s hoe gota add ... str8up
20075,3,0,1,stripsofgabbi 128514 128514 128514 128128 8220 southsidev stroke game stale gotta eat pussi like huski dike. 8221
20076,0,3,0,studio6263 amp bid social christma yet 8216 follow fairi 8217 campaign http t.co 5oal2ehhg2 cle market
20077,3,0,1,suckdisdpiece69 i'm gonna rock cock gonna jam clam
20078,3,1,1,sugaarcane hoe like talk one hoe .... like one hoe
20079,3,0,1,summerdawn_1996 trestin_galore_ know cunt nugget 128514 128514
20080,0,3,0,supercos7 peddoc63 cavemaninc carminezozzora db103173 charli understood 128299 keep percentag 128201 lower.. http t.co 8230
20081,3,0,1,surviving_queen pussi stay wet shes around gotta lick till wetter never
20082,3,0,1,sweatercamila lohanthoni littl bitch doesnt even like girl get follow dedic life 8230
20083,3,0,1,sweetallie loyal girl realli truli come smart mouth arguments. hoe let pleas caus 8230
20084,0,6,0,sweetrom 1visionamd redeemed1952 azw bird feather....
20085,0,6,0,syd_rena 2014alyssa pink fuzzi one amp silki silver one. bathrob wonder thing 128129 128526 128525
20086,3,0,1,sydneysoleil spider-man bitch highkey tho
20087,0,3,0,sydswag2 buy doubl stuf oreo boyfriend
20088,3,0,1,tkos_way cum pussi love
20089,3,0,1,t_grun yeah check connect fuck wifi. check lil bitch nigga http t.co 0kvf0rewjd
20090,0,3,0,tableninemut citi light charli chaplin movi 007hertzrumbl http t.co qyn1bc7mx via wordpressdotcom
20091,3,0,1,taexchana momma dee ain't loyal. ain't pose tell main bitch bout side bitch 128514
20092,8,1,1,tailorlamar yall nigga hoes.
20093,3,0,1,takeyaah hoe thought http t.co jhaocx1mtd
20094,3,0,1,tanajiamonay_ hate hype ass bitch like ... earli loud sit somewhere.
20095,3,0,1,tanaka_callen t_ndyy awwww niggar thank much sure mean lot 9825 9825
20096,3,0,1,tanishalixpussi need compet women there one shit... bitch
20097,3,0,1,taylor_tm pacmanjonez philwotg whitest person alway ghetto. sick
20098,0,3,0,taylorcaniff wear beani winter long bandana till summer 128525
20099,0,3,0,taylorcaniff i'm date yanke field get kiss cam.. bucketlist
20100,6,0,1,taylorlopez96 8220 harleighpurolla biggest two face bitch ever met. 8221
20101,3,0,1,taylormrak peopl beg see women bodi minut they'r seen woman hoe okay
20102,3,0,1,taylorrdian sidelin hoe get mad bitch shut okay second time sudden probl 8230
20103,3,0,1,taymaegotem bitch tweet like... wanna suck dick 127814 like... 9995 chill song bitch song 8230
20104,3,0,1,taymy_ confus y'all tweet wanna bitch roll weed amp smoke night like wtf kind standard 8230
20105,3,0,1,taypaynay littl bitch
20106,6,0,1,taysymone 1inkkofrosess hoe ici 128557 128293
20107,2,1,1,taysymone hoe got much say littl 128134
20108,3,0,1,tbhbooti latina pussi like http t.co vory1vgh4u
20109,3,0,1,tbhjust twelv yeah scale one ten bitch
20110,0,3,0,tbhjuststop score flappi bird higher bronco score right
20111,6,0,1,tbhjustzach negat posit fuck smile beauti bitch
20112,3,0,1,tcaputo44 trust bitch wordsofadvic
20113,0,3,0,teapot stuff broke loos must panic share gif instead http t.co jl4guiej84
20114,3,0,1,teeaduh mani hoe ethnic
20115,3,0,1,teekaydont_gaf westsidefle send hoe clean fse 128514 128514 128514 128514
20116,6,0,1,tekiaa_ wasnt put earth bitch like amp damn sure dgaffff 128540 128076
20117,0,3,0,terri_georgia charli crist lead rick scott florida governor race everi vote matter http t.co fwuh5pvnjk
20118,2,1,1,tf_i_looklik bae win get pussi tonight shiiiiiit... 128514 128514 http t.co yujjdmtdc4
20119,0,3,0,th3j35t3r prime suspect foley murder 23i british jihadi wait ... declar allegi anonym http 8230
20120,3,0,1,thaboyrich 128073 128073 nysanim use shame hoe prostitut social media call hustl lol
20121,1,2,0,thachosenkid321 donquixtot trash tbh startmikevik
20122,3,0,1,thachosenkid321 say girlfriend would believ drop hoe
20123,3,0,1,that1kidzi ohioan clown kid like sooo warm fuck wrong minnesota well bitch karma team wit 8230
20124,3,0,1,that_nigga_shad visually_gift sound like soulless cunt
20125,1,2,0,thatgirlran 8220 act like age like 20. cute. 8221 awk moment thought tweet abo 8230
20126,6,0,1,thatsryann think man cheat take bitch hous see wifi connect 128074
20127,5,1,1,theartoftril dolph hoe... bout rock holiday show memphi
20128,3,0,1,thechefboyrd victoriaaa_le anniespringer_ ugli hoe
20129,3,0,1,thechefboyrd pussi popz sever https t.co 15ioq7m0kf
20130,2,1,1,thehighestpeak_ flavaaaaa ear hoe live lol
20131,3,0,1,thehighestpeak_ lil dumb ass bitch ian fwi
20132,2,1,1,theroyallif real name ha'sean 128530 128530 y'all get ghetto ass name
20133,3,0,1,thestrangest readi make today bitch.
20134,0,3,0,the_blueprint trash hope. complexmag bigsean drop four new song
20135,3,0,1,the_ironsheik alex rodriguez lucki ryan dempster hit you. go get camel break neck son bitch
20136,3,0,1,the_ironsheik justin bieber win oscar suck ball dead dog midget dick son bitch
20137,3,0,1,the_ironsheik tbt learn english jabroni big bird break fuck neck http t.co vdpiq8zuxo http t.co 8230
20138,3,0,1,the_ironsheik wake dumb son bitch
20139,3,0,1,the_ironsheik hello thebatman offici big time pussi
20140,3,0,1,the_thrillx3 sarah burk pussi like http t.co hpxudcuneq
20141,3,0,1,theafr0dit annoy hit dare ass bitch alway tryna test big ass 6ft lineback ass dude.. girl 8230
20142,3,0,1,thebootycluh_ 8220 _xoxomooki nigga settl easi bitch like y'all wanna bitch challeng better yoursel 8230
20143,3,0,1,thebrandymedel everi bitch got nigga gone alway fuck with. matter what. 128152
20144,3,0,1,thecoreyholcomb bitch somewher cough like mug http t.co pow2shkwiz
20145,2,1,1,thecoreyholcomb espn jason whitlock pti ass kiss mister charli justifi bullshit eagl jackson
20146,3,0,1,thecoreyholcomb everi man can't bad bitch. countri got 100 cash amp will poverti roam 8230
20147,3,0,1,thecoreyholcomb everi time sleep two women day prove countri problem educ bitch self 8230
20148,3,0,1,thecoreyholcomb man happi next relationship fuck way bless bitch
20149,3,0,1,thecoreyholcomb got damn shame bitch wit raw ass dick suck skill wifey material.
20150,3,0,1,thecoreyholcomb long finger dike hoe pull glove instead wink bitch tri suck
20151,3,0,1,thecoreyholcomb man ever abort babi even it. abort bitch soon meet god amp babi face 8230
20152,3,0,1,thecoreyholcomb peopl mental stabl know beat kid amp talk them. club hoe amp stop dad 8230
20153,3,0,1,thecoreyholcomb wnba superstar suck pussi top world stop play amp thousand gone sett 8230
20154,3,0,1,thecoreyholcomb bitch wit babi ask switch seat famili could together. said bitch famili togeth 8230
20155,3,0,1,thecoreyholcomb twitter famili promis put tour schedul today soon pussi hustlin girl pay servic 8230
20156,3,0,1,thecoreyholcomb gay girl suck pussi bitch took plan pill day mean munch hoe ate plan 8230
20157,3,0,1,thecoreyholcomb kick wit y'all. check squad- buster amp blameamotherfuck ass bitch surround twice 8230
20158,3,0,1,thecrewfinest 187xo_ niggah thecrewfinest func fuccccccck upppppp 128514 i'm
20159,3,0,1,thefrogod dat shit trash 8220 complexmag shirt inspir drake emoji tattoo. pre-ord http t.co vaulgcpki http t.co 8230
20160,6,0,1,thegam sean_locs93 game beat glocc full video http t.co 80lf7hvswm via youtub bitch cop can't 8230
